Date,Open,High,Low,Close,Adj Close,Volume
2021-08-18,520.0,526.380005,518.650024,521.869995,521.869995,2582000
2021-08-19,522.73999,548.390015,521.869995,543.710022,543.710022,7497300
2021-08-20,545.090027,551.390015,539.099976,546.880005,546.880005,3774300
2021-08-23,545.97998,555.549988,543.73999,553.330017,553.330017,2602000
2021-08-24,551.47998,555.309998,549.27002,553.409973,553.409973,2109500
2021-08-25,550.159973,552.840027,545.450012,547.580017,547.580017,2065600
2021-08-26,546.159973,552.599976,545.900024,550.119995,550.119995,1595500
2021-08-27,551.599976,564.169983,549.25,558.919983,558.919983,3251100
2021-08-30,557.25,567.159973,556.450012,566.179993,566.179993,2434800
2021-08-31,566.119995,569.47998,561.609985,569.190002,569.190002,2431900
2021-09-01,569.0,591.0,569.0,582.070007,582.070007,5626200
2021-09-02,583.679993,598.76001,583.679993,588.549988,588.549988,6179900
2021-09-03,585.799988,591.880005,583.140015,590.530029,590.530029,2681200
2021-09-07,594.690002,613.849976,593.98999,606.710022,606.710022,5821400
2021-09-08,603.840027,615.599976,595.710022,606.049988,606.049988,5424500
2021-09-09,606.469971,609.440002,596.549988,597.539978,597.539978,2954200
2021-09-10,598.159973,609.450012,593.669983,598.719971,598.719971,3948000
2021-09-13,598.570007,598.570007,582.780029,589.289978,589.289978,3062900
2021-09-14,584.890015,587.280029,575.559998,577.76001,577.76001,3457000
2021-09-15,578.169983,584.619995,575.369995,582.869995,582.869995,2755600
2021-09-16,584.299988,587.47998,577.719971,586.5,586.5,1832000
2021-09-17,587.849976,590.280029,580.849976,589.349976,589.349976,4145100
2021-09-20,586.789978,591.530029,568.080017,575.429993,575.429993,3732200
2021-09-21,578.309998,581.880005,569.369995,573.140015,573.140015,2250900
2021-09-22,579.690002,595.650024,579.690002,590.650024,590.650024,4021800
2021-09-23,590.789978,599.320007,589.130005,593.26001,593.26001,2526200
2021-09-24,592.5,592.97998,583.640015,592.390015,592.390015,2126200
2021-09-27,587.950012,593.580017,576.929993,592.640015,592.640015,2504700
2021-09-28,589.0,599.539978,580.159973,583.849976,583.849976,4431100
2021-09-29,589.01001,609.880005,588.01001,599.059998,599.059998,6221000
2021-09-30,608.049988,619.0,608.049988,610.340027,610.340027,6612600
2021-10-01,604.23999,614.98999,597.51001,613.150024,613.150024,4090800
2021-10-04,613.390015,626.130005,594.679993,603.349976,603.349976,4995900
2021-10-05,606.940002,640.390015,606.890015,634.809998,634.809998,9534300
2021-10-06,628.179993,639.869995,626.359985,639.099976,639.099976,4580400
2021-10-07,642.22998,646.840027,630.450012,631.849976,631.849976,3556900
2021-10-08,634.169983,643.799988,630.859985,632.659973,632.659973,3271100
2021-10-11,633.200012,639.419983,626.780029,627.039978,627.039978,2862500
2021-10-12,633.02002,637.659973,621.98999,624.940002,624.940002,3227300
2021-10-13,632.179993,632.179993,622.099976,629.76001,629.76001,2420300
2021-10-14,632.22998,636.880005,626.789978,633.799988,633.799988,2671700
2021-10-15,638.0,639.419983,625.159973,628.289978,628.289978,4114400
2021-10-18,632.099976,638.409973,620.590027,637.969971,637.969971,4669100
2021-10-19,636.969971,641.0,632.299988,639.0,639.0,7633100
2021-10-20,625.570007,637.400024,617.150024,625.140015,625.140015,10622000
2021-10-21,628.890015,654.01001,628.650024,653.159973,653.159973,8437100
2021-10-22,651.809998,665.460022,651.809998,664.780029,664.780029,6186000
2021-10-25,663.73999,675.880005,657.070007,671.659973,671.659973,3833500
2021-10-26,673.76001,676.48999,662.77002,668.52002,668.52002,2904800
2021-10-27,669.0,671.409973,661.849976,662.919983,662.919983,2276900
2021-10-28,670.950012,676.799988,668.030029,674.049988,674.049988,2859400
2021-10-29,673.059998,690.969971,671.23999,690.309998,690.309998,3817500
2021-11-01,689.059998,689.969971,676.539978,681.169983,681.169983,3110900
2021-11-02,683.109985,687.679993,673.820007,677.719971,677.719971,3888600
2021-11-03,677.27002,689.390015,677.27002,688.289978,688.289978,2334900
2021-11-04,685.890015,685.940002,665.5,668.400024,668.400024,4865000
2021-11-05,663.969971,665.640015,645.01001,645.719971,645.719971,5277400
2021-11-08,650.289978,656.0,643.789978,651.450012,651.450012,2887500
2021-11-09,653.700012,660.5,650.52002,655.98999,655.98999,2415600
2021-11-10,653.01001,660.330017,642.109985,646.909973,646.909973,2405800
2021-11-11,650.23999,665.820007,649.710022,657.580017,657.580017,2868300
2021-11-12,660.01001,683.340027,653.820007,682.609985,682.609985,4192700
2021-11-15,681.23999,685.26001,671.48999,679.330017,679.330017,2872200
2021-11-16,678.27002,688.359985,676.900024,687.400024,687.400024,2077400
2021-11-17,690.0,700.98999,686.090027,691.690002,691.690002,2732800
2021-11-18,691.609985,691.73999,679.73999,682.02002,682.02002,2012900
2021-11-19,692.349976,694.159973,675.0,678.799988,678.799988,2613700
2021-11-22,676.02002,679.47998,656.469971,659.200012,659.200012,2764400
2021-11-23,658.179993,666.429993,646.049988,654.059998,654.059998,2320200
2021-11-24,658.01001,661.440002,651.099976,658.289978,658.289978,1867300
2021-11-26,675.0,676.409973,660.669983,665.640015,665.640015,2872500
2021-11-29,663.200012,667.98999,658.289978,663.840027,663.840027,2529400
2021-11-30,668.200012,675.380005,640.01001,641.900024,641.900024,5608900
2021-12-01,649.47998,654.52002,617.070007,617.77002,617.77002,3882800
2021-12-02,617.099976,625.359985,612.880005,616.469971,616.469971,3331100
2021-12-03,622.75,625.5,594.0,602.130005,602.130005,4825200
2021-12-06,606.01001,617.289978,601.0,612.690002,612.690002,3075700
2021-12-07,619.830017,628.890015,611.400024,625.580017,625.580017,3125200
2021-12-08,630.0,632.460022,623.200012,628.080017,628.080017,2220300
2021-12-09,627.580017,630.23999,610.440002,611.0,611.0,2376300
2021-12-10,616.780029,617.73999,605.880005,611.659973,611.659973,2747900
2021-12-13,612.0,612.640015,599.52002,604.559998,604.559998,2517900
2021-12-14,598.710022,602.289978,588.130005,597.98999,597.98999,2984500
2021-12-15,598.179993,605.690002,584.51001,605.039978,605.039978,2866200
2021-12-16,597.090027,602.830017,588.0,591.059998,591.059998,3143200
2021-12-17,591.609985,593.25,581.73999,586.72998,586.72998,4386900
2021-12-20,586.429993,602.880005,584.26001,593.73999,593.73999,3358400
2021-12-21,597.539978,607.820007,593.859985,604.919983,604.919983,2319400
2021-12-22,603.359985,614.820007,602.630005,614.23999,614.23999,2335700
2021-12-23,616.400024,616.880005,607.570007,614.090027,614.090027,1621100
2021-12-27,615.0,615.0,609.25,613.119995,613.119995,2061500
2021-12-28,614.950012,618.409973,609.690002,610.710022,610.710022,1882800
2021-12-29,610.710022,613.97998,604.679993,610.539978,610.539978,1287200
2021-12-30,612.98999,620.609985,611.23999,612.090027,612.090027,1625100
2021-12-31,610.01001,614.080017,602.049988,602.440002,602.440002,1995900
2022-01-03,605.609985,609.98999,590.559998,597.369995,597.369995,3067500
2022-01-04,599.909973,600.409973,581.599976,591.150024,591.150024,4393100
2022-01-05,592.0,592.840027,566.880005,567.52002,567.52002,4148700
2022-01-06,554.340027,563.359985,542.01001,553.289978,553.289978,5711800
2022-01-07,549.460022,553.429993,538.219971,541.059998,541.059998,3381700
2022-01-10,538.48999,543.690002,526.320007,539.849976,539.849976,4486100
2022-01-11,536.98999,543.909973,530.070007,540.840027,540.840027,3077800
2022-01-12,544.27002,544.27002,532.02002,537.219971,537.219971,3787400
2022-01-13,537.059998,540.789978,518.26001,519.200012,519.200012,4475100
2022-01-14,517.599976,538.369995,511.880005,525.690002,525.690002,7849400
2022-01-18,520.080017,521.75,508.679993,510.799988,510.799988,4839100
2022-01-19,515.0,523.210022,510.51001,515.859985,515.859985,4353500
2022-01-20,517.75,526.640015,506.929993,508.25,508.25,12659000
2022-01-21,400.429993,409.149994,379.98999,397.5,397.5,58904300
2022-01-24,383.910004,387.26001,351.459991,387.149994,387.149994,32346000
2022-01-25,379.140015,387.709991,365.130005,366.420013,366.420013,15145800
2022-01-26,378.269989,382.660004,356.619995,359.700012,359.700012,12684000
2022-01-27,382.059998,394.799988,378.100006,386.700012,386.700012,24324700
2022-01-28,386.76001,387.0,372.079987,384.359985,384.359985,11966600
2022-01-31,401.970001,427.700012,398.200012,427.140015,427.140015,20047500
2022-02-01,432.959991,458.480011,425.540009,457.130005,457.130005,22542300
2022-02-02,448.25,451.980011,426.480011,429.480011,429.480011,14346000
2022-02-03,421.440002,429.26001,404.279999,405.600006,405.600006,9905200
2022-02-04,407.309998,412.769989,396.640015,410.170013,410.170013,7782400
